三台, 12.70697079467165, 1, 0, 1
りちゅ, 12.70697079467165, 1, 0, 1
富士急, 12.70697079467165, 1, 0, 1
滿, 12.70697079467165, 1, 0, 1
石亀, 12.70697079467165, 1, 0, 1
ジンジンパーリナイ, 12.70697079467165, 1, 0, 1
ライム, 11.70697079467165, 1, 1, 2
マグナム, 11.70697079467165, 1, 1, 2
聖人, 11.70697079467165, 1, 1, 2
大輔, 11.70697079467165, 1, 1, 2
見舞い, 11.70697079467165, 1, 1, 2
次男, 11.70697079467165, 1, 1, 2
兒, 11.122008293950493, 1, 2, 3
金森赤レンガ倉庫, 11.122008293950493, 1, 2, 3
R指定, 11.122008293950493, 1, 2, 3
長男, 10.70697079467165, 1, 3, 4
チェキ, 10.385042699784288, 1, 4, 5
ツーリング, 10.122008293950493, 1, 5, 6
モミジ, 10.122008293950493, 1, 5, 6
セーコマ, 10.122008293950493, 1, 5, 6
うなる, 9.899615872614046, 1, 6, 7
ゆうすけ, 9.899615872614046, 1, 6, 7
北広島, 9.899615872614046, 1, 6, 7
8人, 9.70697079467165, 1, 7, 8
柊, 9.70697079467165, 1, 7, 8
私服, 9.70697079467165, 1, 7, 8
たか, 9.537045793229337, 1, 8, 9
龍馬, 9.247539176034353, 1, 10, 11
お返し, 9.122008293950493, 1, 11, 12
関西, 9.122008293950493, 1, 11, 12
整理, 8.899615872614046, 1, 13, 14
午前, 8.899615872614046, 1, 13, 14
牡蠣, 8.61950795342131, 1, 16, 17
海鮮, 8.459043281228064, 1, 18, 19
葉, 8.247539176034353, 1, 21, 22
候補, 8.247539176034353, 1, 21, 22
黒い, 8.247539176034353, 1, 21, 22
北広島市, 8.183408838614637, 1, 22, 23
以来, 8.122008293950493, 1, 23, 24
そん, 8.006531076530559, 1, 25, 26
火曜日, 7.952083292508181, 1, 26, 27
残す, 7.8489897995440785, 1, 28, 29
あったかい, 7.752774484284775, 1, 30, 31
全て, 7.70697079467165, 2, 46, 48
下がる, 7.662576675313197, 1, 32, 33
ふなっしー, 7.31465337189289, 1, 41, 42
